"","word","frequency"
"141201","joe",2
"161111","union",2
"171046","verstanden",2
"18081","",1
"25883","

wo",2
"32611","#cduwahlprogramm",2
"41435","„trickle",2
"51283","alle

das",2
"61197","amp",2
"121413","down",2
"141202","effect“",2
"151140","entlastungen",2
"171047","funktioniert",2
"211530","jahremottenkiste",2
"221290","laschet",2
"231154","märchen",2
"241055","meint",2
"25884","nie",2
"27771","refinanzieren",2
"28730","reiche",2
"29655","schaffen",2
"34302","wirtschaftskompetenz",2
"35242","wohlstand",2
"36178","zauberhand",2
"18082","#cduwahlprogramm",2
"25885","andi",2
"61198","finanzierungsvorschlag",2
"9962","hätte",2
"141203","lassen",2
"151141","mehr",2
"181061","programm",2
"191018","regierung",2
"201014","scheuer",2
"211531","tipp

steuergeldverschleuderer",2
"221291","union",2
"231155","vorgelegt",2
"18083","

cdu",2
"25886","#cduwahlprogramm",2
"32612","#guterplanfürreiche",2
"51284","ausschließt",2
"81038","entlastungen",2
"9963","finanzieren",2
"111588","gemeinwohl",2
"121414","gleichzeitig",2
"141204","kosten",2
"151142","leisten",2
"181062","null",2
"201015","reiche",2
"211532","schwarzen",2
"231156","sozialleistungen",2
"241056","steuerehöhungen",2
"27772","vorschlägt",2
"28731","wählen",2
"29656","wer",2
"33357","zurück",2
"18084","",1
"41436","leisten",2
"81039","ubufef",2
"9964","union",2
"101000","wählen",2
"18085","",1
"25887","

solche",2
"32613","#denizpoyraz",2
"41437","#hdp",2
"51285","akpmhpregimes
mein",2
"61199","amp",2
"71089","angehörigen",2
"81040","antikurdischer",2
"131290","entstehen",2
"141205","erschossen",2
"151143","faschisten",2
"161112","gestern",2
"171048","grauen",2
"181063","hdpgenelmerkezi",2
"191019","hetze",2
"221292","izmir",2
"231157","lichte",2
"25888","mitgefühl",2
"26822","parteibüro",2
"27773","schwesterpartei",2
"28732","solidarität",2
"29657","taten",2
"30530","unserer",2
"32614","wölfe",2
"33358","wurde",2
"18086","

das",2
"25889","antisemitismus",2
"41438","carolin",2
"61200","debattenkultur",2
"9965","emcke",2
"111589","fatal",2
"141206","gelungen",2
"151144","gründen",2
"161113","gut",2
"171049","hinten",2
"191020","instrumentalisieren",2
"201016","intellektuellen",2
"221293","kampagne",2
"231158","losgegangen",2
"241057","mund",2
"26823","umzudrehen

",2
"27774","wahlkampfzwecke",2
"28733","wahltaktischen",2
"29658","wäre

",2
"32615","wort",2
"18087","",1
"25890","

inspiring",2
"32616","#belarus",2
"41439","#dbdk",2
"51286","„we",2
"61201","by",2
"71090","fight",2
"81041","for",2
"9966","freedom",2
"101001","freedom“",2
"111590","from",2
"121415","our",4
"131291","risk",2
"141207","speach",2
"151145","svetlana",2
"161114","tichanowskaja",2
"171050","to",2
"18088","#dbdk",2
"25891","#isnm",2
"32617","angst",2
"41440","bedürfnisse",2
"101002","geld",2
"111591","grüne",4
"151146","interessensvertreterinnen",2
"161115","investieren",2
"181064","kampf",2
"191021","klar

zeigt",2
"201017","klargemacht",2
"221294","menschen",2
"231159","mittelpunkt",2
"25892","pfründe",2
"26824","rücken

dass",2
"27775","rückständige",2
"28734","schwinden",2
"29659","sehenamp",2
"18089","#bpt",2
"25893","absolut",2
"32618","befördern",2
"41441","bundestag",2
"51287","cemcke",2
"9967","ernst",2
"101003","georg",2
"111592","hans",2
"141208","kann
wahlkampftaktische",2
"151147","maaßen",2
"161116","nehmen",2
"181065","partei",2
"191022","rede",2
"201018","schnappatmung",2
"18090","",1
"25894","#dbdk",2
"32619","„jedem",2
"41442","abaerbock",2
"61202","behalten",2
"71091","blick",2
"101004","dienen",2
"111593","ganze",2
"121416","große",2
"161117","kompass“",2
"191023","wohle",2
"211533","zuzuhören",2
"18091","",3
"25895","#dbdk",2
"32620","abaerbock",2
"71092","großartiger",2
"81042","habeck",2
"101005","lebens",2
"111594","robert",2
"121417","rückenwind",2
"131292","spitzenduo",2
"141209","ufauf
das",2
"171051","unseres",2
"181066","wahlkampf",2
"18092","",1
"25896","#leavenoonebehind",2
"32621","#moria",2
"41443","aufnahmebereit",2
"51288","aufpäppelstation",2
"9968","durfte",2
"131293","endlich",2
"151148","evakuieren",2
"161118","gefunden",2
"181067","hunderte",2
"221295","katze",4
"231160","kommunen",2
"241058","lockdownmonaten",2
"26825","menschen",2
"28735","momo",2
"29660","moria",2
"32622","obwohl",2
"33359","paar",2
"36179","ufb

wie",2
"39115","zynisch",2
"18093","#ricardalang",2
"25897","abarbeiten",2
"32623","amp",2
"51289","begegnen",2
"101006","erfolgreich",2
"121418","gehen",2
"131294","gewicht",2
"171052","inhaltlich",2
"191024","ist

dass",2
"201019","klugheit",2
"211534","können

props",2
"221296","mut",2
"241059","partei",2
"25898","raus",2
"26826","rechte",2
"27776","ricardalang",2
"28736","schublade",2
"32624","tragen",2
"34303","unsere",2
"35243","unterste",2
"36180","uufef",2
"38132","zeigt",2
"18094","",1
"32625","anständigen",2
"41444","dafür",2
"51290","dank",2
"71093","endet",2
"101007","parteigrenzen",2
"111595","sachlichpolitischen",2
"121419","uff
die",2
"141210","verantwortung",2
"151149","vielen",2
"161119","wahlkampf",2
"18095","

das",2
"25899","#spahnruecktritt",2
"32626","abstand",2
"51291","amp",4
"61203","amtszeit",2
"9969","behinderung",2
"111596","eigene",2
"121420","episode",2
"131295","fehler",2
"141211","gesundheitsminister",2
"151150","hoffentlich",2
"171053","letzte",2
"181068","maskendeals",2
"191025","menschen",2
"221297","obdachlose",2
"231161","schrottmasken",2
"241060","spahns",2
"25900","steuerverschwendungen",2
"27777","verteilen",2
"28737","vertuschen",2
"30531","widerlichste",2
"18096","#benzinpreis",2
"25901","alte",2
"32627","amp",2
"51292","auszuspielen

das",2
"61204","bedient",2
"71094","beim",2
"81043","daran",2
"141212","gegeneinander",2
"151151","gekostet",2
"161120","gründen",2
"191026","interesse",2
"201020","jahre",2
"211535","kampf",2
"231162","klimakrise",2
"241061","klimaschutz",2
"25902","logik",2
"26827","mehr",2
"27778","parteien",2
"28738","sowas",2
"29661","sozialen",2
"311075","viele",2
"32628","wahltaktischen",2
"33360","wichtige",2
"35244","zeit",2
"36181","zusammenhalt",2
"18097","#benzinpreisempörung",2
"32629","beschlossen",2
"41445","bundesregierung",2
"51293","copreis",4
"111597","einnahmen",2
"121421","gegensatz",2
"131296","groko",2
"141213","grünen",2
"161121","heuchelei
die",2
"201021","obwohl",2
"231163","soziale",2
"241062","sprit",2
"25903","ungerechtigkeit",2
"26828","verteuert

doch",2
"27779","vorgeworfen",2
"311076","zurückzahlen",2
"18098","#bezinpreis",2
"25904","amp",2
"32630","ausgleich

durchmogeln",2
"41446","bisher",2
"51294","ct",2
"61205","dachte",2
"81044","empören",2
"9970","gemacht

ich",2
"101008","genau",2
"121422","kaum",2
"131297","klimaschutz",2
"141214","konkret",2
"151152","linke",2
"161122","logik",2
"171054","maßnahmen",2
"181069","schon",2
"201022","sozialem",2
"211536","sozialökologische",2
"221298","spd",2
"231164","spritaufschlag",2
"241063","statt",2
"25905","trotz",2
"27780","union",2
"28739","unmöglich",2
"29662","vorlegen",2
"30532","wären",2
"33361","wirds",2
"34304","wirksamen",2
"18099","",1
"25906","

",2
"32631","amp",2
"51295","angst",2
"71095","besteht",2
"81045","bisher",2
"9971","bundestag",2
"101009","cdunetzwerke",2
"151153","führen",2
"171055","is",2
"181070","liegt",2
"191027","maaßen",2
"201023","mitte",2
"211537","neid",2
"221299","nominiert

",2
"231165","rechts",2
"241064","ruder",2
"25907","rumzureißen",2
"26829","schmierenkampagnen

es",2
"28740","stiftenden",2
"29663","this",2
"30533","union",2
"311077","va",2
"32632","verschwörungsideologe",2
"33362","wahlkampf",2
"34305","why

afdsupporter",2
"19000","

",2
"25908","

dadurch",2
"71096","auszuspielen",2
"81046","bürgerinnen",2
"9972","copreis",2
"121423","einkommen",2
"131298","einnahmen",2
"151154","geld",2
"161123","geringem",2
"171056","grüne",2
"201024","konto",2
"211538","mehr",2
"221300","menschen",2
"241065","ökologische",2
"25909","politik",2
"27781","sozialen",2
"28741","ufuf

nochmal",2
"32633","zurückgeben",2
"33363","zusammenhalt",2
"19001","#otte",2
"25910","#werteunion",2
"32634","afdunterstützer",2
"41447","amp",2
"51296","arminlaschet",2
"61206","demokratischen",2
"81047","dringend",2
"101010","heruntergespielt

nun",2
"111598","hetze",2
"131299","klären",2
"141215","laschet",2
"151155","maaßens",2
"161124","markussoeder

die",2
"191028","paulziemiak",2
"201025","persönlich",2
"211539","rechte",2
"221301","rechtsstaat",2
"231166","schweigen",2
"241066","union",2
"25911","verhältnis",2
"27782","vorsitzenden",2
"28742","wählt",2
"19002","#zagreb",2
"25912","abend",2
"32635","bürgermeister",2
"51297","gestern",2
"61207","glückwunsch",2
"71097","grünen",2
"9973","herzlichen",2
"111599","seit",2
"121424","tomaševic",2
"131300","tomislav",2
"141216","ufauf",2
"151156","wow",2
"19003","",1
"25913","

original",2
"32636","amp",2
"41448","bundestagswahl",2
"61208","findet",2
"111600","interviewt",2
"131301","nius",4
"141217","spanische",2
"151157","tweet",2
"161125","übersetzung",2
"181071","wochenzeitung",2
"19004","",1
"25914","

sie",2
"32637","abgeordneten",2
"41449","abgeordnetenwatch",2
"61209","ausländischen",2
"9974","dimensionen",2
"111601","eigenen",2
"121425","einkünfte",2
"131302","entstehen",2
"151158","interessenskonflikte",2
"161126","nebeneinkünfte",2
"191029","partei

die",2
"201026","politische",2
"211540","privaten",2
"221302","problematik",2
"231167","regierungen",2
"241067","rund",2
"27783","unternehmen",2
"28743","verdeutlicht",2
"30534","zahlungen",2
"19005","",1
"25915","
es",2
"32638","anstand",2
"51298","bisschen",2
"61210","bord",2
"71098","cdu",2
"81048","cduler",2
"141218","fairplay",2
"161127","geworfen",2
"181072","hoffnung",2
"201027","komplett",2
"211541","macht",2
"26830","respekt",2
"27784","statement",2
"30535","wahlkampf",2
"311078","zumindest",4
"19006","#antisemitismus",2
"61211","importierten",2
"71099","land",2
"101011","schämen",2
"111602","shoa",2
"131303","sollten",2
"141219","sprechen",2
"19007","anfeindungen",2
"41450","dagegen",2
"9975","engagierst

",2
"101012","froh",2
"111603","gemeinsam",2
"121426","hass",2
"131304","interview",2
"141220","können

ich",2
"151159","rassismus",2
"161128","strukturellen",2
"171057","super",2
"181073","tareqalaows",2
"191030","trotz",2
"201028","tun",2
"27785","zeitonline",2
"19008","",1
"25916","

die",2
"32639","#maaßen",2
"51299","antidemokratische",2
"61212","aufgabe",2
"81049","demokratien",2
"121427","droht",2
"141221","fasst",2
"151160","fuß",2
"161129","gerade",2
"181074","konservativen",2
"191031","liegt",2
"201029","positionen",2
"211542","relativierungen",2
"221303","scheitern",2
"231168","stimmungsmache",2
"241068","union",2
"25917","verantwortung",2
"26831","verhindern",2
"29664","zeigen",2
"19009","

ein",2
"25918","#studierenwiebaerbock",2
"32640","amp",2
"41451","angst",2
"51300","angstgetriebenen",2
"61213","armutszeugnis",2
"81050","besteht",2
"9976","bisher",2
"101013","blick",2
"111604","dafür",2
"131305","demokratie",2
"181075","gefahr",2
"191032","genügt",2
"201030","geschichtsbuch",2
"211543","großteil",2
"221304","immer",2
"241069","mitte",2
"25919","neid",4
"26832","rechts",2
"27786","schmierenkampagnen",2
"28744","schon",2
"30536","wahlkampf",2
"32641","zivilisation",2
"19010","#baerbock",2
"25920","#csu",2
"32642","#habeck",2
"51301","besten",2
"61214","darum",2
"81051","dreck",2
"111605","ideen",2
"121428","irgendwie",2
"131306","kämpft",2
"141222","meisten",2
"161130","offenbar",2
"171058","schade",2
"191033","wer",4
"201031","wirft",2
"211544","zukunft",2
"19011","

dass",2
"25921","#israelunderattack",2
"41452","aufs",2
"51302","braucht",2
"61215","dagegen",2
"101014","entsetzlich",2
"121429","friedensverhandlungen

",2
"141223","gezielt",2
"151161","hamas",2
"181076","israel",4
"201032","kauf",2
"211545","nimmt",2
"221305","opfer",2
"231169","raketenangriffe",2
"241070","recht",2
"25922","schärfste",2
"26833","selbstverteidigung",2
"28745","verurteilen",2
"29665","viele",2
"311079","wiederaufnahme",2
"32643","zivile",2
"19012","",1
"25923","#covid

unterzeichne",2
"51303","bundesregierung",2
"101015","einsetzen",2
"111606","ermöglichen
deshalb",2
"121430","eukommission",2
"131307","freien",2
"161131","menschen",2
"171059","müssen",4
"181077","pandemiekämpfung",2
"191034","petition",2
"201033","schutzimpfung",2
"231170","unsere",2
"241071","welt",2
"26834","wissenstransfer",2
"19013","
kein",2
"25924","#palmer",2
"32644","beschließen",2
"41453","boris",2
"81052","fußbreit",2
"101016","großer",2
"111607","gruenebw",2
"121431","gut",2
"131308","mehrheit",2
"151162","parteiausschlussverfahren",2
"161132","rassismus",2
"19014","",1
"25925","#hohlmeier",2
"32645","#tandler",2
"41454","besser",2
"51304","csufamilienclans",2
"71100","demokratie",2
"81053","finde",2
"101017","ja",2
"111608","müssen",2
"121432","schützen",2
"131309","unsere",2
"19015","",1
"25926","#hohlmeier",2
"32646","#ndrwdrsz",2
"41455","#spahn",2
"51305","#tandler",2
"71101","andrea",2
"81054","csupolitikers",2
"9977","darin",2
"131310","deutschen",2
"151163","eingefädelt",2
"161133","euro",2
"171060","gerold",2
"181078","größten",2
"211546","krass",2
"221306","maskendeals",2
"231171","mehr",2
"241072","ministerien",2
"25927","mio",2
"27787","monika",2
"28746","provision",2
"29666","tandler",2
"30537","tochter",2
"311080","verstrickt",2
"19016","#tripswaiver

auf",2
"32647","beenden",2
"41456","blockiert",2
"51306","chance",2
"101018","eu",2
"131311","juni",2
"141224","künstliche",2
"151164","letzten",2
"161134","märz",2
"181079","nutzen",2
"191035","pandemiebekämpfung",2
"201034","patentfreigabe",2
"211547","sie

",2
"221307","sitzung",2
"241073","usa",2
"25928","verknappung",2
"27788","wissens",2
"28747","wtositzung",2
"19017","",1
"25929","

bislang",2
"32648","#corona",2
"41457","amp",2
"71102","aufgeben",2
"81055","blockade",2
"9978","blockiert",2
"101019","bundesregierung",2
"111609","coronaimpfstoffe",2
"151165","eukommission",2
"161135","freigabe",2
"181080","gemeingut",2
"211548","impfstoffe",2
"221308","industriestaaten",2
"241074","längst",2
"25930","müssen",4
"26835","patente",2
"27789","reichen",2
"28748","überfällige",2
"29667","unterstützen",2
"30538","usa",2
"32649","wow",2
"19018","",1
"25931","

fazit",2
"41458","clindner",2
"51307","copreis",2
"101020","dirty",2
"111610","fdp",4
"121433","fehlinformationen",2
"151166","leider",2
"161136","lieber",2
"171061","profis",2
"181081","rechnen",2
"191036","spielt",2
"201035","statt",2
"211549","thread",2
"221309","überlassen",2
"231172","ubufef",2
"241075","verbreitet",2
"25932","wahlkampf",2
"26836","wahlkampfmodus",2
"19019","",1
"25933","angekündigt",2
"32650","antisemitismus",2
"51308","demokratie",2
"81056","eigenen",2
"111611","hilft",2
"121434","inhalten",2
"131312","kampf",2
"161137","niveaulimbo",2
"181082","punkten
dieser",2
"191037","union",2
"201036","weder",2
"19020","",1
"25934","aufhebung",2
"32651","ausgespielt",2
"41459","besiegen",2
"51309","darf",2
"81057","einschränkungen",2
"101021","gefährlicher",2
"121435","geimpfte",2
"131313","getesteten",2
"141225","gleichsetzung",2
"161138","müssen",2
"181083","niedriginzidenzstrategie",2
"191038","pandemie",2
"201037","runter",2
"231173","varianten",2
"241076","verbreitung",2
"25935","verhindern",2
"27790","werden

die",2
"28749","zahlen",2
"19021","#annewill",2
"25936","bedenklich",2
"51310","eingeschränkt",2
"61216","einschränkung",2
"71103","entfallen",2
"81058","framing",2
"101022","geht",2
"111612","geimpfte

es",2
"121436","gründe",2
"131314","grundrechte",2
"161139","mehr",2
"181084","privilegien",4
"201038","selbstverständlich",2
"19022","",1
"25937","

aber",2
"32652","

danke",2
"41460","ab",2
"51311","alt",2
"81059","blödeste",2
"9979","club",2
"151167","geburtstag",2
"161140","glückwünsche",2
"171062","gruenejugend",2
"191039","heute",2
"211550","lieben",2
"231174","überlebt",2
"241077","ufa",2
"25938","ufdufd",2
"27791","zumindest",2
"19023","",1
"25939","bekommen",2
"32653","bestes",2
"61217","gebliebene",2
"71104","geburtstagsgeschenk",2
"81060","hno",2
"9980","impfdosis",2
"111613","spontan",2
"121437","übrig",2
"131315","ufduff",2
"151168","zeiten",2
"19024","

das",2
"25940","#bundesverfassungsgericht",2
"32654","#klimaklage",2
"41461","ab",2
"61218","anzupacken",2
"111614","endlich",2
"131316","gibts",2
"141226","handlungsauftrag",2
"151169","historisches",2
"191040","klarer",2
"201039","klimaneutralität",2
"211551","klimaschutz",2
"221310","politik",2
"231175","recht",2
"241078","richtig",2
"25941","urteil",2
"19025","",1
"51312","gerade",2
"61219","hdpgenemerkezi
#solidaritywithhdp",2
"81061","schwesterpartei",2
"9981","seite",2
"101023","stehen",2
"111615","stunden",2
"121438","unserer",2
"19026","",1
"25942","#kretschmer",2
"32655","besuch",2
"61220","gerade",2
"71105","herr",2
"9982","liegt",2
"101024","nawalny",2
"111616","schlechter",2
"131317","sterben",2
"151170","zeitpunkt",2
"19027","#allesdichtmachen",2
"32656","bauen",2
"41462","brücken",2
"51313","demokratischen",2
"61221","denkmuster",2
"9983","diejenigen",2
"111617","diskurs",2
"121439","größer",2
"161141","kritik",2
"171063","liegt",2
"181085","mensch",2
"201040","sache",2
"231176","verfallen",2
"241079","verschwörungsdenken",2
"25943","verstoßen",2
"26837","verzweiflung",2
"27792","verzweiflung

neben",2
"28750","wichtig",2
"32657","zynismusamp",2
"19028","#allesdichtmachen",2
"25944","all",2
"71106","coronapolitik
aber",2
"111618","destruktivität",2
"131318","diejenigen",2
"141227","einschränkungen",2
"151171","frustriert",2
"171064","gesicht",2
"191041","intensivstationen",2
"201041","ja",2
"211552","kämpfen",2
"221311","leben",2
"231177","macht",2
"27793","pur

ein",2
"28751","schlag",2
"29668","schlimmer",2
"32658","spaß",2
"33364","tun",2
"36182","wären",2
"19029","#laschetvssoeder",2
"25945","auftreten",2
"32659","beweist",2
"9984","garant",2
"101025","gerade",2
"131319","plan",2
"141228","regierungserfahrung",2
"151172","union",2
"161142","weder",2
"171065","würdevolles",2
"19030","#laschet",2
"25946","#söder",2
"32660","bisschen",2
"41463","coronachaos",2
"9985","entzaubert",2
"101026","fast",2
"111619","gruselig",2
"151173","jahrzehnten",2
"161143","land",2
"171066","mächtigste",2
"181086","maskendeals",2
"191042","mitten",2
"201042","pandemie

es",2
"211553","partei",2
"221312","postengeschacher",2
"231178","seit",2
"26838","unwürdiges",2
"19031","

er",2
"25947","#baerbock",2
"32661","#habeck",2
"51314","bewiesen",2
"61222","bundesvorstand",2
"111620","eins",2
"121440","einzelkämpferinnen",2
"131320","entscheidung",2
"141229","fällen",2
"151174","gemeinsam",2
"161144","geschäft",2
"171067","größe",2
"181087","großer",2
"191043","gut",2
"201043","gute",2
"25948","konnten",2
"26839","parteivorsitzenden",2
"27794","politik",2
"28752","robert",2
"30539","solidarität",2
"32662","unseres",2
"33365","verdienst",2
"19032","

sie",2
"25949","#baerbock",2
"41464","annalena",2
"61223","brauchen",2
"111621","emanzipatorischen",2
"121441","frauen",2
"131321","führungsstil",2
"151175","gestalten",2
"191044","ist

genau",2
"201044","kenne",2
"211554","klügsten",2
"221313","lage",2
"231179","menschen",2
"241080","mitnimmt",2
"25950","selbstreflektion",2
"26840","steht",2
"29669","willensstärksten",2
"311081","wohle",2
"33366","zukunft",2
"19033","",1
"25951","

das",2
"32663","#altmaier",2
"41465","#annewill",2
"51315","ab

man",2
"61224","agiert",2
"81062","ansteckungen",2
"9986","arbeitsplatz",2
"101027","aussieht",2
"111622","bügelt",2
"121442","bundesregierung",2
"151176","dogmatisch",2
"161145","eben",2
"171068","egal",2
"181088","einfach",2
"191045","gespräch",2
"221314","nehmen",2
"241081","pandemie",2
"25952","peter",2
"26841","pflicht",2
"27795","realität",2
"311082","wirtschaft",2
"32664","zeigt",2
"19034","",1
"25953","#esbeginnthier",2
"32665","danke",2
"81063","uufef#ldk",2
"9987","vertrauen",2
"19035","",1
"25954","#esbeginnthier",2
"32666","#ldk",2
"41466","bayrisches",2
"51316","bundestagswahl",2
"61225","claudia",2
"81064","ergebnissen",2
"101028","gewählt",2
"121443","herausragenden",2
"131322","hofreiter",2
"151177","roth",2
"161146","spitzenduo",2
"171069","toni",2
"19036","amp",2
"25955","ansteckungen",2
"32667","ausbaden",2
"41467","ausgangssperren",2
"61226","brauchen",2
"71107","bundesregierung",2
"81065","büroräumen",2
"9988","büros

ansonsten",2
"141230","endlich",2
"161147","gastronomieamp",2
"171070","ignoriert",2
"191046","innenstädten",2
"201045","lahmlegen",2
"211555","masken",2
"231180","müssen",2
"241082","niedriginzidenzstrategie",2
"25956","pandemiebekämpfung",2
"26842","testpflicht",2
"28753","weiterhin",2
"19037","#aerosolforscher",2
"25957","#nocovidstrategie",2
"32668","amp",2
"41468","anreize",2
"51317","ausgangssperren",2
"61227","beschränkt",2
"71108","breit",2
"81066","bürgerrechte",2
"9989","büros",4
"111623","draußen",2
"151178","fatal",2
"161148","ferne",2
"181089","getragene",2
"191047","gibt",2
"201046","härter",2
"211556","immer",2
"25958","rückt",2
"26843","schafft",2
"28754","statt",2
"29670","testpflicht",2
"30540","treffen",2
"32669","weite",2
"33367","werden

das",2
"19038","

lasst",2
"25959","alleine",2
"32670","aufs",2
"41469","aufwand",2
"51318","bedroht",2
"61228","bringen",2
"71109","dafür",2
"9990","dasteht

",2
"111624","ebonyplusirony
sie",2
"121444","ekelhafteste",2
"131323","familie",2
"141231","gemeinsam",2
"171071","kosten",2
"211557","rechten",2
"221315","sicherheit",2
"241083","sodass",2
"25960","solidarität",2
"26844","sorgen",2
"32671","wohnortwechsel",2
"19039","

",2
"25961","#rechtsextremismus",2
"32672","amp",2
"41470","cdu",2
"51319","csu",2
"61229","demokratie",2
"101029","fördern",2
"121445","halle",2
"131324","hanau",2
"141232","hufeisendenken",2
"161149","lässt",2
"171072","linken",2
"181090","maßnahmenplans",2
"231181","organisationen",2
"26845","stoppen",2
"27796","teil",2
"29671","versprochenen",2
"30541","verteidigen",2
"32673","wichtigsten",2
"33368","wollen

das",2
"34306","zeigt",2
"19040","aussetzen",2
"25962","betroffen",2
"32674","daran",2
"61230","dürfen",2
"71110","engagieren",2
"81067","extremen",2
"101030","gewöhnen",2
"111625","gleichzeitig",2
"121446","kandidatur",2
"131325","menschen",2
"141233","müssen",2
"151179","niemals",2
"161150","persönlichen",2
"171073","politik",2
"181091","rassismus",2
"191048","rassistische",2
"201047","risiken",2
"26846","tareqalaows",2
"27797","traurig",2
"33369","zeigt",2
"34307","zurückzieht
das",2
"19041","",1
"25963","#annewill",2
"32675","#corona",2
"51320","parteivorsitzenden",2
"61231","sagts",2
"71111","wer",2
"19042","",1
"32676","brauchen",2
"61232","erfahrung",2
"71112","freue",2
"81068","glückwunsch",2
"101031","impulse",2
"111626","klimabewegung",2
"131326","parlament",2
"151180","straße",2
"161151","ufa",2
"171074","ufaauffd",2
"19043","",1
"41471","einander",2
"51321","gott",2
"61233","herschieben",2
"81069","lieber",2
"111627","regierungsmitglieder",2
"131327","übernehmen",2
"141234","ufuffcuduufef",2
"161152","verantwortung",2
"171075","wäre",2
"19044","

solidarität",2
"25964","
eine",2
"32677","#erdogan",2
"41472","#istanbulsoezlesmesi",2
"51322","#türkei",2
"61234","achselzuckend",2
"71113","amp",4
"81070","aufgenommen",2
"101032","demokratische",2
"111628","demokratischen",2
"141235","deutschland",2
"161153","frauen",4
"181092","gerade",2
"191049","gewalt",2
"221316","kräften",2
"231182","legalisiert",2
"25965","opposition",2
"26847","schande",2
"27798","türkei",2
"28755","verboten",2
"19045","",2
"25966","

",4
"32678","#türkei",2
"41473","amadeuantonio",2
"51323","amp",2
"71114","autoritarismus",2
"81071","berivanaymaz",2
"9991","cemcke",2
"101033","cemilesahin",2
"111629","cemoezdemir",2
"121447","dastanjasim",2
"141236","duezentekkal",2
"151181","erikmarquardt",2
"171076","hdpgenelmerkezi",2
"191050","ismailkupeli",2
"201048","konsequent",2
"211558","margaowski",2
"221317","ricardalang",2
"231183","seite",2
"241084","stehen",2
"19046","

",2
"25967","#allesistdrin",2
"32679","bildung",2
"41474","da
mit",2
"81072","digitalisierung",2
"101034","führen",2
"111630","garantiesicherung",2
"121448","gesellschaft",2
"131328","gesundheit",2
"171077","investitionsoffensive",2
"191051","klimaneutrale",2
"201049","klimaschutz",2
"211559","lassen",2
"221318","neoliberale",2
"25968","wahlprogrammentwurf",2
"28756","zeitalter",4
"19047","",1
"25969","

peinlich",2
"32680","#erdogan",2
"51324","aufmerksam",2
"61235","auswaertigesamt",2
"71115","beobachten

es",2
"81073","braucht",2
"151182","einfällt",2
"161154","erdogans",2
"171078","euinitiative",2
"201050","hdpgenelmerkezi",2
"211560","kriminialisiert",2
"221319","mehr",2
"241085","opposition",2
"25970","regime",2
"26848","sanktionen",2
"27799","türkische",2
"28757","verbotsverfahren",2
"29672","verfahren",2
"19048","

",2
"25971","#coronaimpfstoff",2
"32681","#impfen",2
"41475","arme",2
"61236","aussetzung",2
"71116","dadurch",2
"111631","dürfen",2
"121449","eigentum",2
"131329","fordert",2
"151183","geistiges",2
"161155","impfstoff",2
"191052","länder",2
"201051","länger",2
"211561","leisten",2
"221320","mehr",2
"231184","monopole",2
"25972","pandemie",2
"26849","patente",2
"28758","tote

es",2
"29673","verknappen",2
"311083","viele",2
"32682","zeit",2
"19049","",1
"25973","#landtagswahl",2
"32683","beider",2
"61237","ergebnisse",2
"71117","geschlagen",2
"9992","jahr",2
"111632","konservativen",2
"121450","landtagswahlen",2
"131330","möglich",2
"151184","vieles",2
"171079","zeigen",2
"19050","",1
"32684","dank",2
"61238","ehre",2
"9993","freue",2
"111633","ganz",2
"121451","herzlichen",2
"171080","schon",2
"201052","vertrauen",2
"211562","wahlkampfuf",2
"19051","",1
"25974","#weltfrauentag",2
"32685","a",2
"41476","abschaffung",2
"51325","aufhören",2
"61239","blockieren",2
"101035","ehegattensplittings",2
"111634","einfach",2
"131331","gerechte",2
"161156","löhne",2
"171081","mal",2
"181093","pflege",2
"191053","streichung",2
"211563","wäre",2
"231185","würdet",2
"19052","#lockdown",2
"25975","#öffnungen",2
"32686","ablaufen",2
"41477","autounfall",2
"61240","bundesregierung",2
"9994","gleichen",2
"101036","immer",2
"131332","panedmiebekämpfung",2
"141237","sehen",2
"151185","unerträglich",2
"181094","zeitlupe",2
"201053","zusehen",2
"19053","

stattdessen",2
"25976","#öffnungen",2
"32687","#scheuer",2
"61241","anfang",2
"71118","app",2
"101037","bundesregierung",2
"131333","funktionierende",2
"141238","ganzer",2
"151186","gelockert",2
"161157","geringer",2
"181095","impfquote

die",2
"201054","klar",2
"211564","linie",2
"25977","seit",2
"27800","stehen",2
"28759","tests",2
"29674","versagt",2
"311084","vorbereitet",2
"32688","welle",2
"35245","wochen",2
"19054","

mehr",2
"25978","#tripswaiver

uaufef",2
"41478","amp",2
"101038","diesesm",2
"111635","eigentum",2
"121452","entwicklungs",2
"131334","erfahrt",2
"141239","eukommission",2
"151187","freigeben",2
"161158","geistige",2
"171082","globalen",2
"181096","hintergründe",2
"201055","impfstrategie",2
"211565","mittwoch",2
"231186","pandemiebekämpfung",2
"241086","schwellenländer",2
"25979","seite",2
"27801","stellen",2
"29675","webinar",2
"19055","
deshalb",2
"25980","amp",2
"32689","antrag",2
"41479","auszusetzen

wir",2
"51326","covidimpfstoffe",2
"9995","dürfen",2
"101039","entschädigung",2
"111636","eu",2
"121453","faire",2
"151188","impfstoff",2
"161159","lizenzmonopole",2
"171083","medikamente",2
"181097","menschheit",2
"221321","patentrechte",2
"231187","profite",2
"241087","schwellenländer",2
"25981","stellen
#tripswaiver",2
"26850","töten",2
"28760","unterstützen",2
"29676","versorgung",2
"19056","

",2
"25982","anschaulich",2
